Subgroup	Sample	Type	Normalized_depth
g1	C054-CHA-N14	Control	0.353227771010962
g1	C055-CHA-N15	CON	0.325363196125908
g1	C056-CHA-N16	Control	0.422816728167282
g1	C057-CHA-N17	Control	0.268948655256724
g1	C058-CHA-N18	Control	0.364614024749558
g1	C059-CHA-N19	r3-r4-g2-b3-gy1	0.373300872387908
g1	C061-CHA-NE01	CON	0.278370957901159
g1	C062-CHA-NE02	Control	0.319148936170213
g1	C063-CHA-NE03	Control	0.288228155339806
g1	C064-CHA-NE04	r3-r4-g1-g2-b4	0
g1	C066-CHA-NE06	Control	0.288639162561576
g1	C067-CHA-NE07	Control	0.294949494949495
g1	C069-CHA-NE09	Control	0.283860502838605
g1	C070-CHA-NE10	Control	0.348062953995157
g1	C071-CHA-NE11	Control	0.361356932153392
g1	C072-CHA-NE12	Control	0.286174929463926
g1	C073-CHA-NE13	r3-r4-g1-g2-b4	0.005005005005005
g1	C074-CHA-NE14	Control	0.31650641025641
g1	C075-CHA-NE15	CON	0.351420798065296
g1	C076-CHA-NE16	Control	0.287456445993031
g1	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.282039711191336
g1	C078-CHA-NE18	r3-r4-g1-g2-b4	0
g1	C079-CHA-NE19	Control	0.28059655596556
g1	C081-CHA-C01	r1-r2-gy1	0.362976406533575
g1	C082-CHA-C02	Control	0.310012247397428
g1	C083-CHA-C03	r3-r4-g1-g2-b4	0
g1	C084-CHA-C04	Control	0.307004244996968
g1	C086-CHA-C06	Control	0.35240464344942
g1	C087-CHA-C07	Control	0.324274243360099
g1	C088-CHA-C08	Control	0.292667898952557
g1	C089-CHA-C09	Control	0.300661455201443
g1	C090-CHA-C10	Control	0.334821428571429
g1	C091-CHA-C11	r3-r4-g1-g2-b4	0.00858516483516483
g1	C094-CHA-C14	r3-r4-g1-g2-b4	0
g1	C095-CHA-C15	CON	0.352007189934092
g1	C096-CHA-C16	r3-r4-g2-b3-gy1	0.358943335349869
g1	C097-CHA-C17	Control	0.306261343012704
g1	C099-CHA-C19	Control	0.289457647775747
g1	C100-CHA-C20	Control	0.287182587666264
g1	C102-CZA02	Control	0.345372836218375
g1	C107-CZA07	r3-r4-g1-g2-b4	0
g1	C111-CUG03	Control	0.272191752996141
g1	C112-CUG04	r1-r2-gy1	0.296710009599441
g1	C114-CMG01	Control	0.28119376124775
g1	C116-CMG03	CON	0.2999400119976
g1	C117-CMG04	Control	0.29226618705036
g1	C118-CMG05	Control	0.312311860325105
g1	C120-CKZ02	CON	0.341737545565006
g1	C121-CKZ03	CON	0.371057513914657
g1	C122-CKZ04	CON	0.348712446351931
g1	C127-CZH04	Control	0.278111846061335
g1	C134-CMH01	Control	0.303030303030303
g1	C137-CMH04	Control	0.284140584018185
g1	C138-CMH05	Control	0.27336728579988
g1	C139-CBY01	Control	0.303582270795386
g1	C142-CHU01	Control	0.279941577409932
g1	C144-CHU03	Control	0.33630592503023
g1	C145-CMA01	Control	0.282258064516129
g1	C148-CTJ01	Control	0.232791491069637
g1	C149-CTJ02	Control	0.287048377219841
g1	C150-CTJ03	r1-r2-gy1	0.37992401519696
g1	C151-CHA-E21	Control	0.341676904176904
g1	C152-CKZ06	Control	0.362654320987654
g1	C153-CHA-S21	Control	0.341666666666667
g1	C154-CBA01	r3-r4-g1-g2-b4	0
g1	C156-CBA03	Control	0.29004329004329
g1	KOR01	Control	0.356294536817102
g1	KOR02	Control	0.268176400476758
g1	KOR03	Control	0.289419695193435
g1	KOR04	CON	0.215895784543326
g1	KOR05	Control	0.276222746022392
g1	KOR07	CON	0.175233644859813
g2/g3	C001-CHA-E01	Control	0.676488274203247
g2/g3	C002-CHA-E02	Control	0.592592592592592
g2/g3	C003-CHA-E03	Control	0.561841289522629
g2/g3	C004-CHA-E04	Control	0.52242220866382
g2/g3	C005-CHA-E05	CON	0.543315347721822
g2/g3	C006-CHA-E06	Control	0.476154769046191
g2/g3	C007-CHA-E07	r3-r4-g1-g2-b4	0.636833046471601
g2/g3	C008-CHA-E08	Control	0.606425702811245
g2/g3	C010-CHA-E10	r1-r2-gy1	0.424242424242424
g2/g3	C011-CHA-E11	r3-r4-g2-b3-gy1	0.306801486474808
g2/g3	C012-CHA-E12	Control	0.647067624177139
g2/g3	C013-CHA-E13	Control	0.588712951684937
g2/g3	C014-CHA-E14	Control	0.605445246690734
g2/g3	C015-CHA-E15	Control	0.703363914373089
g2/g3	C016-CHA-E16	r3-r4-g1-g2-b4	0.432639649507119
g2/g3	C017-CHA-E17	Control	0.57780434349472
g2/g3	C018-CHA-E18	Control	0.530624620982413
g2/g3	C019-CHA-E19	Control	0.54054054054054
g2/g3	C020-CHA-E20	Control	0.577794561933535
g2/g3	C021-CHA-S01	Control	0.568526379624015
g2/g3	C021-CHA-S01_2	Control	0.522741147741148
g2/g3	C022-CHA-S02	Control	0.588190649666059
g2/g3	C023-CHA-S03	Control	0.6113304981774
g2/g3	C023-CHA-S03_2	Control	0.584935897435898
g2/g3	C024-CHA-S04	r1-r2-gy1	0.322255790533736
g2/g3	C024-CHA-S04_2	Control	0.514046622833234
g2/g3	C025-CHA-S05	CON	0.624625972471574
g2/g3	C026-CHA-S06	Control	0.596504559270517
g2/g3	C027-CHA-S07	Control	0.617509648588259
g2/g3	C028-CHA-S08	Control	0.704738760631834
g2/g3	C029-CHA-S09	Control	0.477056802102284
g2/g3	C030-CHA-S10	Control	0.553130644190247
g2/g3	C035-CHA-S15	Control	0.657894736842105
g2/g3	C036-CHA-S16	r1-r2-gy1	0.355429941760877
g2/g3	C037-CHA-S17	Control	0.499743122693942
g2/g3	C038-CHA-S18	Control	0.593065693430657
g2/g3	C039-CHA-S19	Control	0.639763779527559
g2/g3	C040-CHA-S20	Control	0.537755716004813
g2/g3	C041-CHA-N01	Control	0.588768115942029
g2/g3	C042-CHA-N02	Control	0.474586650336804
g2/g3	C044-CHA-N04	Control	0.632236441194394
g2/g3	C045-CHA-N05	Control	0.506452581032413
g2/g3	C046-CHA-N06	r3-r4-g1-g2-b4	0.374475733972439
g2/g3	C047-CHA-N07	r3-r4-g1-g2-b4	0.425149700598802
g2/g3	C048-CHA-N08	Control	0.585347432024169
g2/g3	C049-CHA-N09	Control	0.533716136631331
g2/g3	C050-CHA-N10	CON	0.716224366706876
g2/g3	C051-CHA-N11	CON	0.667070952092177
g2/g3	C052-CHA-N12	r3-r4-g2-b3-gy1	0.353874313605857
g2/g3	C054-CHA-N14	Control	0.625253755582623
g2/g3	C055-CHA-N15	CON	0.62046004842615
g2/g3	C056-CHA-N16	Control	0.730319803198032
g2/g3	C057-CHA-N17	Control	0.537897310513447
g2/g3	C058-CHA-N18	Control	0.71817913965822
g2/g3	C059-CHA-N19	r3-r4-g2-b3-gy1	0.284033272469061
g2/g3	C061-CHA-NE01	CON	0.579621720561318
g2/g3	C062-CHA-NE02	Control	0.577507598784195
g2/g3	C063-CHA-NE03	Control	0.640928398058253
g2/g3	C064-CHA-NE04	r3-r4-g1-g2-b4	0.59161301548634
g2/g3	C066-CHA-NE06	Control	0.688885467980295
g2/g3	C067-CHA-NE07	Control	0.521212121212121
g2/g3	C069-CHA-NE09	Control	0.592051905920519
g2/g3	C070-CHA-NE10	Control	0.559927360774818
g2/g3	C071-CHA-NE11	Control	0.619469026548673
g2/g3	C072-CHA-NE12	Control	0.592503022974607
g2/g3	C073-CHA-NE13	r3-r4-g1-g2-b4	0.575575575575575
g2/g3	C074-CHA-NE14	Control	0.508814102564103
g2/g3	C075-CHA-NE15	CON	0.66127569528416
g2/g3	C076-CHA-NE16	Control	0.509581881533101
g2/g3	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.233152827918171
g2/g3	C078-CHA-NE18	r3-r4-g1-g2-b4	0.570209802385305
g2/g3	C079-CHA-NE19	Control	0.64960024600246
g2/g3	C081-CHA-C01	r1-r2-gy1	0.228023640001861
g2/g3	C082-CHA-C02	Control	0.562614819350888
g2/g3	C083-CHA-C03	r3-r4-g1-g2-b4	0.46408393866021
g2/g3	C084-CHA-C04	Control	0.727713765918738
g2/g3	C086-CHA-C06	Control	0.563156440022112
g2/g3	C087-CHA-C07	Control	0.667850525015442
g2/g3	C088-CHA-C08	Control	0.577634011090573
g2/g3	C089-CHA-C09	Control	0.597564642212868
g2/g3	C090-CHA-C10	Control	0.369458128078818
g2/g3	C091-CHA-C11	r3-r4-g1-g2-b4	0.394917582417582
g2/g3	C094-CHA-C14	r3-r4-g1-g2-b4	0.379708383961118
g2/g3	C095-CHA-C15	CON	0.591671659676453
g2/g3	C096-CHA-C16	r3-r4-g2-b3-gy1	0.258116555757209
g2/g3	C097-CHA-C17	Control	0.608741681790684
g2/g3	C099-CHA-C19	Control	0.537020109689214
g2/g3	C100-CHA-C20	Control	0.578143893591294
g2/g3	C102-CZA02	Control	0.561750998668442
g2/g3	C107-CZA07	r3-r4-g1-g2-b4	0.43134872417983
g2/g3	C111-CUG03	Control	0.564696323380053
g2/g3	C112-CUG04	r1-r2-gy1	0.362160747011083
g2/g3	C114-CMG01	Control	0.588632273545291
g2/g3	C116-CMG03	CON	0.746100779844031
g2/g3	C117-CMG04	Control	0.745653477218225
g2/g3	C118-CMG05	Control	0.632149307645996
g2/g3	C120-CKZ02	CON	0.554374240583232
g2/g3	C121-CKZ03	CON	0.579777365491651
g2/g3	C122-CKZ04	CON	0.513488657265481
g2/g3	C127-CZH04	Control	0.552465423932652
g2/g3	C134-CMH01	Control	0.602272727272727
g2/g3	C137-CMH04	Control	0.581395348837209
g2/g3	C138-CMH05	Control	0.490563211503895
g2/g3	C139-CBY01	Control	0.690649666059502
g2/g3	C142-CHU01	Control	0.444255111976631
g2/g3	C144-CHU03	Control	0.559250302297461
g2/g3	C145-CMA01	Control	0.527859237536657
g2/g3	C148-CTJ01	Control	0.549869556492073
g2/g3	C149-CTJ02	Control	0.535823637477036
g2/g3	C150-CTJ03	r1-r2-gy1	0.367926414717056
g2/g3	C151-CHA-E21	Control	0.66031941031941
g2/g3	C152-CKZ06	Control	0.555555555555556
g2/g3	C153-CHA-S21	Control	0.508333333333333
g2/g3	C154-CBA01	r3-r4-g1-g2-b4	0.443101711983887
g2/g3	C156-CBA03	Control	0.597402597402597
g2/g3	KOR01	Control	0.525958601968103
g2/g3	KOR02	Control	0.566150178784267
g2/g3	KOR03	Control	0.516559202813599
g2/g3	KOR04	CON	0.695257611241218
g2/g3	KOR05	Control	0.578226281673542
g2/g3	KOR07	CON	0.58776285046729
g3	C001-CHA-E01	Control	0.450992182802165
g3	C002-CHA-E02	Control	0.27027027027027
g3	C003-CHA-E03	Control	0.402975821450713
g3	C004-CHA-E04	Control	0.350823672971324
g3	C005-CHA-E05	CON	0
g3	C006-CHA-E06	Control	0.434913017396521
g3	C007-CHA-E07	r3-r4-g1-g2-b4	0.768072289156626
g3	C008-CHA-E08	Control	0.331325301204819
g3	C010-CHA-E10	r1-r2-gy1	0
g3	C011-CHA-E11	r3-r4-g2-b3-gy1	0.362976406533575
g3	C012-CHA-E12	Control	0.314183123877917
g3	C013-CHA-E13	Control	0.334957369062119
g3	C014-CHA-E14	Control	0.451263537906137
g3	C015-CHA-E15	Control	0.321100917431193
g3	C016-CHA-E16	r3-r4-g1-g2-b4	0.481927710843373
g3	C017-CHA-E17	Control	0.418410041841004
g3	C018-CHA-E18	Control	0.469981807155852
g3	C019-CHA-E19	Control	0.27027027027027
g3	C020-CHA-E20	Control	0.392749244712991
g3	C021-CHA-S01	Control	0.485142510612492
g3	C021-CHA-S01_2	Control	0.28998778998779
g3	C022-CHA-S02	Control	0.516089860352155
g3	C023-CHA-S03	Control	0.303766707168894
g3	C023-CHA-S03_2	Control	0.345552884615385
g3	C024-CHA-S04	r1-r2-gy1	0.256797583081571
g3	C024-CHA-S04_2	Control	0.403466826060968
g3	C025-CHA-S05	CON	0
g3	C026-CHA-S06	Control	0.364741641337386
g3	C027-CHA-S07	Control	0.457038391224863
g3	C028-CHA-S08	Control	0.273390036452005
g3	C029-CHA-S09	Control	0.636749545178896
g3	C030-CHA-S10	Control	0.195665261890427
g3	C035-CHA-S15	Control	0.413096695226438
g3	C036-CHA-S16	r1-r2-gy1	0
g3	C037-CHA-S17	Control	0.42501517911354
g3	C038-CHA-S18	Control	0.304136253041362
g3	C039-CHA-S19	Control	0.317989097516657
g3	C040-CHA-S20	Control	0.315884476534296
g3	C041-CHA-N01	Control	0.377415458937198
g3	C042-CHA-N02	Control	0.443968156766687
g3	C044-CHA-N04	Control	0.319926873857404
g3	C045-CHA-N05	Control	0.285114045618247
g3	C046-CHA-N06	r3-r4-g1-g2-b4	0.359496704613541
g3	C047-CHA-N07	r3-r4-g1-g2-b4	0.459081836327345
g3	C048-CHA-N08	Control	0.332326283987915
g3	C049-CHA-N09	Control	0.441696113074205
g3	C050-CHA-N10	CON	0
g3	C051-CHA-N11	CON	0
g3	C052-CHA-N12	r3-r4-g2-b3-gy1	0.335570469798658
g3	C054-CHA-N14	Control	0.502436053593179
g3	C055-CHA-N15	CON	0
g3	C056-CHA-N16	Control	0.30750307503075
g3	C057-CHA-N17	Control	0.412591687041565
g3	C058-CHA-N18	Control	0.265173836181497
g3	C059-CHA-N19	r3-r4-g2-b3-gy1	0.486914181375533
g3	C061-CHA-NE01	CON	0
g3	C062-CHA-NE02	Control	0.364741641337386
g3	C063-CHA-NE03	Control	0.439927184466019
g3	C064-CHA-NE04	r3-r4-g1-g2-b4	0.933820544051969
g3	C066-CHA-NE06	Control	0.41564039408867
g3	C067-CHA-NE07	Control	0.333333333333333
g3	C069-CHA-NE09	Control	0.380170316301703
g3	C070-CHA-NE10	Control	0.348062953995157
g3	C071-CHA-NE11	Control	0.28023598820059
g3	C072-CHA-NE12	Control	0.423216444981862
g3	C073-CHA-NE13	r3-r4-g1-g2-b4	0.795795795795796
g3	C074-CHA-NE14	Control	0.180288461538462
g3	C075-CHA-NE15	CON	0.0151148730350665
g3	C076-CHA-NE16	Control	0.442073170731707
g3	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.330926594464501
g3	C078-CHA-NE18	r3-r4-g1-g2-b4	0.807434491163924
g3	C079-CHA-NE19	Control	0.445879458794588
g3	C081-CHA-C01	r1-r2-gy1	0.347852389594676
g3	C082-CHA-C02	Control	0.443968156766687
g3	C083-CHA-C03	r3-r4-g1-g2-b4	0.564971751412429
g3	C084-CHA-C04	Control	0.37901758641601
g3	C086-CHA-C06	Control	0.23493642896628
g3	C087-CHA-C07	Control	0.262507720815318
g3	C088-CHA-C08	Control	0.369685767097967
g3	C089-CHA-C09	Control	0.526157546602526
g3	C090-CHA-C10	Control	0.41564039408867
g3	C091-CHA-C11	r3-r4-g1-g2-b4	0.300480769230769
g3	C094-CHA-C14	r3-r4-g1-g2-b4	0.303766707168894
g3	C095-CHA-C15	CON	0
g3	C096-CHA-C16	r3-r4-g2-b3-gy1	0.378100423472474
g3	C097-CHA-C17	Control	0.362976406533575
g3	C099-CHA-C19	Control	0.411334552102377
g3	C100-CHA-C20	Control	0.30229746070133
g3	C102-CZA02	Control	0.499334221038615
g3	C107-CZA07	r3-r4-g1-g2-b4	0.455650060753341
g3	C111-CUG03	Control	0.36563071297989
g3	C112-CUG04	r1-r2-gy1	0.0610873549175321
g3	C114-CMG01	Control	0.419916016796641
g3	C116-CMG03	CON	0
g3	C117-CMG04	Control	0.254796163069544
g3	C118-CMG05	Control	0.45153521974714
g3	C120-CKZ02	CON	0
g3	C121-CKZ03	CON	0
g3	C122-CKZ04	CON	0
g3	C127-CZH04	Control	0.360793746241732
g3	C134-CMH01	Control	0.424242424242424
g3	C137-CMH04	Control	0.275397796817625
g3	C138-CMH05	Control	0.434391851408029
g3	C139-CBY01	Control	0.318761384335155
g3	C142-CHU01	Control	0.243427458617332
g3	C144-CHU03	Control	0.438331318016929
g3	C145-CMA01	Control	0.337243401759531
g3	C148-CTJ01	Control	0.391330523780855
g3	C149-CTJ02	Control	0.306184935701164
g3	C150-CTJ03	r1-r2-gy1	0
g3	C151-CHA-E21	Control	0.276412776412776
g3	C152-CKZ06	Control	0.524691358024691
g3	C153-CHA-S21	Control	0.375
g3	C154-CBA01	r3-r4-g1-g2-b4	0.362537764350453
g3	C156-CBA03	Control	0.181818181818182
g3	KOR01	Control	0.296912114014252
g3	KOR02	Control	0.372467222884386
g3	KOR03	Control	0.395662368112544
g3	KOR04	CON	0
g3	KOR05	Control	0.206246317030053
g3	KOR07	CON	0
gy1	C001-CHA-E01	Control	0.336740829825616
gy1	C002-CHA-E02	Control	0.228228228228228
gy1	C003-CHA-E03	Control	0.27898326100434
gy1	C004-CHA-E04	Control	0.305064063453325
gy1	C005-CHA-E05	CON	0.0839328537170264
gy1	C006-CHA-E06	Control	0.323935212957408
gy1	C007-CHA-E07	r3-r4-g1-g2-b4	0.602409638554217
gy1	C008-CHA-E08	Control	0.225903614457831
gy1	C010-CHA-E10	r1-r2-gy1	0.278787878787879
gy1	C011-CHA-E11	r3-r4-g2-b3-gy1	0.020165355918532
gy1	C012-CHA-E12	Control	0.203470975463794
gy1	C013-CHA-E13	Control	0.23142509135201
gy1	C014-CHA-E14	Control	0.348977135980746
gy1	C015-CHA-E15	Control	0.293577981651376
gy1	C016-CHA-E16	r3-r4-g1-g2-b4	0.614457831325301
gy1	C017-CHA-E17	Control	0.418410041841004
gy1	C018-CHA-E18	Control	0.278956943602183
gy1	C019-CHA-E19	Control	0.285285285285285
gy1	C020-CHA-E20	Control	0.253776435045317
gy1	C021-CHA-S01	Control	0.39417828987265
gy1	C021-CHA-S01_2	Control	0.183150183150183
gy1	C022-CHA-S02	Control	0.364298724954463
gy1	C023-CHA-S03	Control	0.364520048602673
gy1	C023-CHA-S03_2	Control	0.264423076923077
gy1	C024-CHA-S04	r1-r2-gy1	0
gy1	C024-CHA-S04_2	Control	0.283921099820681
gy1	C025-CHA-S05	CON	0.0957510472770796
gy1	C026-CHA-S06	Control	0.364741641337386
gy1	C027-CHA-S07	Control	0.377818403412553
gy1	C028-CHA-S08	Control	0.291616038882138
gy1	C029-CHA-S09	Control	0.257731958762887
gy1	C030-CHA-S10	Control	0.301023479831427
gy1	C035-CHA-S15	Control	0.428396572827417
gy1	C036-CHA-S16	r1-r2-gy1	0
gy1	C037-CHA-S17	Control	0.255009107468124
gy1	C038-CHA-S18	Control	0.258515815085158
gy1	C039-CHA-S19	Control	0.257419745608722
gy1	C040-CHA-S20	Control	0.312876052948255
gy1	C041-CHA-N01	Control	0.422705314009662
gy1	C042-CHA-N02	Control	0.244947948560931
gy1	C044-CHA-N04	Control	0.289457647775747
gy1	C045-CHA-N05	Control	0.300120048019208
gy1	C046-CHA-N06	r3-r4-g1-g2-b4	0.323547034152187
gy1	C047-CHA-N07	r3-r4-g1-g2-b4	0.215568862275449
gy1	C048-CHA-N08	Control	0.374622356495468
gy1	C049-CHA-N09	Control	0.247349823321555
gy1	C050-CHA-N10	CON	0.0361881785283474
gy1	C051-CHA-N11	CON	0.0242571255306246
gy1	C052-CHA-N12	r3-r4-g2-b3-gy1	0
gy1	C054-CHA-N14	Control	0.280146163215591
gy1	C055-CHA-N15	CON	0.036319612590799
gy1	C056-CHA-N16	Control	0.31980319803198
gy1	C057-CHA-N17	Control	0.281173594132029
gy1	C058-CHA-N18	Control	0.695344725987036
gy1	C059-CHA-N19	r3-r4-g2-b3-gy1	0
gy1	C061-CHA-NE01	CON	0.061012812690665
gy1	C062-CHA-NE02	Control	0.303951367781155
gy1	C063-CHA-NE03	Control	0.339805825242718
gy1	C064-CHA-NE04	r3-r4-g1-g2-b4	0.633373934226553
gy1	C066-CHA-NE06	Control	0.389983579638752
gy1	C067-CHA-NE07	Control	0.290909090909091
gy1	C069-CHA-NE09	Control	0.288929440389294
gy1	C070-CHA-NE10	Control	0.278450363196126
gy1	C071-CHA-NE11	Control	0.224188790560472
gy1	C072-CHA-NE12	Control	0.362756952841596
gy1	C073-CHA-NE13	r3-r4-g1-g2-b4	0.552552552552553
gy1	C074-CHA-NE14	Control	0.276442307692308
gy1	C075-CHA-NE15	CON	0
gy1	C076-CHA-NE16	Control	0.24390243902439
gy1	C077-CHA-NE17	r3-r4-g2-b3-gy1	0
gy1	C078-CHA-NE18	r3-r4-g1-g2-b4	0.761730652041438
gy1	C079-CHA-NE19	Control	0.38130381303813
gy1	C082-CHA-C02	Control	0.330679730557257
gy1	C083-CHA-C03	r3-r4-g1-g2-b4	0.423728813559322
gy1	C084-CHA-C04	Control	0.291085506367495
gy1	C086-CHA-C06	Control	0.287451630735213
gy1	C087-CHA-C07	Control	0.457072266831377
gy1	C088-CHA-C08	Control	0.320394331484904
gy1	C089-CHA-C09	Control	0.42092603728202
gy1	C090-CHA-C10	Control	0.446428571428571
gy1	C091-CHA-C11	r3-r4-g1-g2-b4	0.649038461538462
gy1	C094-CHA-C14	r3-r4-g1-g2-b4	0.765492102065613
gy1	C095-CHA-C15	CON	0.0599161174355902
gy1	C096-CHA-C16	r3-r4-g2-b3-gy1	0
gy1	C097-CHA-C17	Control	0.314579552329099
gy1	C099-CHA-C19	Control	0.350396099939062
gy1	C100-CHA-C20	Control	0.217654171704958
gy1	C102-CZA02	Control	0.449400798934754
gy1	C107-CZA07	r3-r4-g1-g2-b4	0.583232077764277
gy1	C111-CUG03	Control	0.24375380865326
gy1	C112-CUG04	r1-r2-gy1	0
gy1	C114-CMG01	Control	0.347930413917217
gy1	C116-CMG03	CON	0.0359928014397121
gy1	C117-CMG04	Control	0.239808153477218
gy1	C118-CMG05	Control	0.276941601444913
gy1	C120-CKZ02	CON	0.243013365735115
gy1	C121-CKZ03	CON	0.235003092145949
gy1	C122-CKZ04	CON	0.0919681177191907
gy1	C127-CZH04	Control	0.380837843255161
gy1	C134-CMH01	Control	0.181818181818182
gy1	C137-CMH04	Control	0.367197062423501
gy1	C138-CMH05	Control	0.311563810665069
gy1	C139-CBY01	Control	0.327868852459016
gy1	C142-CHU01	Control	0.255598831548199
gy1	C144-CHU03	Control	0.256952841596131
gy1	C145-CMA01	Control	0.304985337243402
gy1	C148-CTJ01	Control	0.301023479831427
gy1	C149-CTJ02	Control	0.229638701775873
gy1	C150-CTJ03	r1-r2-gy1	0
gy1	C151-CHA-E21	Control	0.322481572481572
gy1	C152-CKZ06	Control	0.432098765432099
gy1	C153-CHA-S21	Control	0.265625
gy1	C154-CBA01	r3-r4-g1-g2-b4	0.290030211480363
gy1	C156-CBA03	Control	0.181818181818182
gy1	KOR01	Control	0.190023752969121
gy1	KOR02	Control	0.297973778307509
gy1	KOR03	Control	0.422039859320047
gy1	KOR04	CON	0.0702576112412178
gy1	KOR05	Control	0.400707130229817
gy1	KOR07	CON	0.0700934579439252
gy2	C001-CHA-E01	Control	0.408899579073963
gy2	C002-CHA-E02	Control	0.3003003003003
gy2	C003-CHA-E03	Control	0.294482331060136
gy2	C004-CHA-E04	Control	0.329469188529591
gy2	C005-CHA-E05	CON	0.539568345323741
gy2	C006-CHA-E06	Control	0.359928014397121
gy2	C007-CHA-E07	r3-r4-g1-g2-b4	0.180722891566265
gy2	C008-CHA-E08	Control	0.271084337349398
gy2	C010-CHA-E10	r1-r2-gy1	0.327272727272727
gy2	C011-CHA-E11	r3-r4-g2-b3-gy1	0.362976406533575
gy2	C012-CHA-E12	Control	0.311190903650509
gy2	C013-CHA-E13	Control	0.304506699147381
gy2	C014-CHA-E14	Control	0.252707581227437
gy2	C015-CHA-E15	Control	0.36697247706422
gy2	C016-CHA-E16	r3-r4-g1-g2-b4	0.63855421686747
gy2	C017-CHA-E17	Control	0.119545726240287
gy2	C018-CHA-E18	Control	0.266828380836871
gy2	C019-CHA-E19	Control	0.315315315315315
gy2	C020-CHA-E20	Control	0.181268882175227
gy2	C021-CHA-S01	Control	0.257731958762887
gy2	C021-CHA-S01_2	Control	0.378510378510379
gy2	C022-CHA-S02	Control	0.267152398299939
gy2	C023-CHA-S03	Control	0.340218712029162
gy2	C023-CHA-S03_2	Control	0.228365384615385
gy2	C024-CHA-S04	r1-r2-gy1	0.332326283987915
gy2	C024-CHA-S04_2	Control	0.283921099820681
gy2	C025-CHA-S05	CON	0.478755236385398
gy2	C026-CHA-S06	Control	0.364741641337386
gy2	C027-CHA-S07	Control	0.304692260816575
gy2	C028-CHA-S08	Control	0.279465370595383
gy2	C029-CHA-S09	Control	0.409338993329291
gy2	C030-CHA-S10	Control	0.228777844671884
gy2	C035-CHA-S15	Control	0.321297429620563
gy2	C036-CHA-S16	r1-r2-gy1	0.449640287769784
gy2	C037-CHA-S17	Control	0.303582270795386
gy2	C038-CHA-S18	Control	0.288929440389294
gy2	C039-CHA-S19	Control	0.211992731677771
gy2	C040-CHA-S20	Control	0.312876052948255
gy2	C041-CHA-N01	Control	0.338164251207729
gy2	C042-CHA-N02	Control	0.367421922841396
gy2	C044-CHA-N04	Control	0.258988421694089
gy2	C045-CHA-N05	Control	0.255102040816327
gy2	C046-CHA-N06	r3-r4-g1-g2-b4	0.287597363690833
gy2	C047-CHA-N07	r3-r4-g1-g2-b4	0.251497005988024
gy2	C048-CHA-N08	Control	0.253776435045317
gy2	C049-CHA-N09	Control	0.259128386336867
gy2	C050-CHA-N10	CON	0.615199034981906
gy2	C051-CHA-N11	CON	0.545785324439054
gy2	C052-CHA-N12	r3-r4-g2-b3-gy1	0.386414480374212
gy2	C054-CHA-N14	Control	0.401948842874543
gy2	C055-CHA-N15	CON	0.605326876513317
gy2	C056-CHA-N16	Control	0.30750307503075
gy2	C057-CHA-N17	Control	0.342298288508557
gy2	C058-CHA-N18	Control	0.318208603417796
gy2	C059-CHA-N19	r3-r4-g2-b3-gy1	0.426049908703591
gy2	C061-CHA-NE01	CON	0.48810250152532
gy2	C062-CHA-NE02	Control	0.364741641337386
gy2	C063-CHA-NE03	Control	0.29126213592233
gy2	C064-CHA-NE04	r3-r4-g1-g2-b4	0.341047503045067
gy2	C066-CHA-NE06	Control	0.431034482758621
gy2	C067-CHA-NE07	Control	0.242424242424242
gy2	C069-CHA-NE09	Control	0.228102189781022
gy2	C070-CHA-NE10	Control	0.314769975786925
gy2	C071-CHA-NE11	Control	0.176991150442478
gy2	C072-CHA-NE12	Control	0.217654171704958
gy2	C073-CHA-NE13	r3-r4-g1-g2-b4	0.18018018018018
gy2	C074-CHA-NE14	Control	0.228365384615385
gy2	C075-CHA-NE15	CON	0.634824667472793
gy2	C076-CHA-NE16	Control	0.25609756097561
gy2	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.36101083032491
gy2	C078-CHA-NE18	r3-r4-g1-g2-b4	0
gy2	C079-CHA-NE19	Control	0.31980319803198
gy2	C082-CHA-C02	Control	0.35517452541335
gy2	C083-CHA-C03	r3-r4-g1-g2-b4	0.351089588377724
gy2	C084-CHA-C04	Control	0.303214069132808
gy2	C086-CHA-C06	Control	0.287451630735213
gy2	C087-CHA-C07	Control	0.370599135268684
gy2	C088-CHA-C08	Control	0.258780036968577
gy2	C089-CHA-C09	Control	0.255562236921227
gy2	C090-CHA-C10	Control	0.384852216748769
gy2	C091-CHA-C11	r3-r4-g1-g2-b4	0.240384615384615
gy2	C094-CHA-C14	r3-r4-g1-g2-b4	0.303766707168894
gy2	C095-CHA-C15	CON	0.524266027561414
gy2	C096-CHA-C16	r3-r4-g2-b3-gy1	0.423472474289171
gy2	C097-CHA-C17	Control	0.387174833635814
gy2	C099-CHA-C19	Control	0.258988421694089
gy2	C100-CHA-C20	Control	0.278113663845224
gy2	C102-CZA02	Control	0.266311584553928
gy2	C107-CZA07	r3-r4-g1-g2-b4	0.364520048602673
gy2	C111-CUG03	Control	0.24375380865326
gy2	C112-CUG04	r1-r2-gy1	0.407249032783547
gy2	C114-CMG01	Control	0.383923215356929
gy2	C116-CMG03	CON	0.659868026394721
