Subgroup	Sample	Type	Normalized_depth	Median_value	Control_Normalized_depth
b3	C142-CHU01	Control	0.204479065238559	0.315725561627201	0.6476
b3	C144-CHU03	Control	0.459492140266022	0.315725561627201	1.4554
b3	C145-CMA01	Control	0.140762463343109	0.315725561627201	0.4458
b3	C148-CTJ01	Control	0.409391932570741	0.315725561627201	1.2967
b3	C149-CTJ02	Control	0.35517452541335	0.315725561627201	1.1249
b3	C150-CTJ03	r1-r2-gy1	0	0.315725561627201	0.0000
b3	C151-CHA-E21	Control	0.405405405405405	0.315725561627201	1.2840
b3	C152-CKZ06	Control	0.222222222222222	0.315725561627201	0.7038
b3	C153-CHA-S21	Control	0.35	0.315725561627201	1.1086
b3	C154-CBA01	r3-r4-g1-g2-b4	0.217522658610272	0.315725561627201	0.6890
b3	C156-CBA03	Control	0.327272727272727	0.315725561627201	1.0366
b3	KOR01	Control	0.201900237529691	0.315725561627201	0.6395
b3	KOR02	Control	0.250297973778307	0.315725561627201	0.7928
b3	KOR03	Control	0.175849941383353	0.315725561627201	0.5570
b3	KOR04	CON	0.480093676814988	0.315725561627201	1.5206
b3	KOR05	Control	0.212139068945197	0.315725561627201	0.6719
b3	KOR07	CON	0.619158878504673	0.315725561627201	1.9611
b4	C001-CHA-E01	Control	0.330727600721588	0.332728372655777	0.9940
b4	C002-CHA-E02	Control	0.24024024024024	0.332728372655777	0.7220
b4	C003-CHA-E03	Control	0.402975821450713	0.332728372655777	1.2111
b4	C004-CHA-E04	Control	0.305064063453325	0.332728372655777	0.9169
b4	C005-CHA-E05	CON	0	0.332728372655777	0.0000
b4	C006-CHA-E06	Control	0.20995800839832	0.332728372655777	0.6310
b4	C007-CHA-E07	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C008-CHA-E08	Control	0.210843373493976	0.332728372655777	0.6337
b4	C010-CHA-E10	r1-r2-gy1	0	0.332728372655777	0.0000
b4	C011-CHA-E11	r3-r4-g2-b3-gy1	0.272232304900181	0.332728372655777	0.8182
b4	C012-CHA-E12	Control	0.269299820466786	0.332728372655777	0.8094
b4	C013-CHA-E13	Control	0.243605359317905	0.332728372655777	0.7321
b4	C014-CHA-E14	Control	0.421179302045728	0.332728372655777	1.2658
b4	C015-CHA-E15	Control	0.336391437308868	0.332728372655777	1.0110
b4	C016-CHA-E16	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C017-CHA-E17	Control	0.298864315600717	0.332728372655777	0.8982
b4	C018-CHA-E18	Control	0.515463917525773	0.332728372655777	1.5492
b4	C019-CHA-E19	Control	0.24024024024024	0.332728372655777	0.7220
b4	C020-CHA-E20	Control	0.211480362537764	0.332728372655777	0.6356
b4	C021-CHA-S01	Control	0.212249848392965	0.332728372655777	0.6379
b4	C021-CHA-S01_2	Control	0.549450549450549	0.332728372655777	1.6513
b4	C022-CHA-S02	Control	0.394656952034001	0.332728372655777	1.1861
b4	C023-CHA-S03	Control	0.455650060753341	0.332728372655777	1.3694
b4	C023-CHA-S03_2	Control	0.390625	0.332728372655777	1.1740
b4	C024-CHA-S04	r1-r2-gy1	0.27190332326284	0.332728372655777	0.8172
b4	C024-CHA-S04_2	Control	0.298864315600717	0.332728372655777	0.8982
b4	C025-CHA-S05	CON	0	0.332728372655777	0.0000
b4	C026-CHA-S06	Control	0.212765957446809	0.332728372655777	0.6395
b4	C027-CHA-S07	Control	0.578915295551493	0.332728372655777	1.7399
b4	C028-CHA-S08	Control	0.607533414337789	0.332728372655777	1.8259
b4	C029-CHA-S09	Control	0.39417828987265	0.332728372655777	1.1847
b4	C030-CHA-S10	Control	0.240818783865141	0.332728372655777	0.7238
b4	C035-CHA-S15	Control	0.305997552019584	0.332728372655777	0.9197
b4	C036-CHA-S16	r1-r2-gy1	0	0.332728372655777	0.0000
b4	C037-CHA-S17	Control	0.303582270795386	0.332728372655777	0.9124
b4	C038-CHA-S18	Control	0.24330900243309	0.332728372655777	0.7313
b4	C039-CHA-S19	Control	0.272562083585706	0.332728372655777	0.8192
b4	C040-CHA-S20	Control	0.421179302045728	0.332728372655777	1.2658
b4	C041-CHA-N01	Control	0.36231884057971	0.332728372655777	1.0889
b4	C042-CHA-N02	Control	0.33680342927128	0.332728372655777	1.0122
b4	C044-CHA-N04	Control	0.396099939061548	0.332728372655777	1.1905
b4	C045-CHA-N05	Control	0.450180072028811	0.332728372655777	1.3530
b4	C046-CHA-N06	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C047-CHA-N07	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C048-CHA-N08	Control	0.483383685800604	0.332728372655777	1.4528
b4	C049-CHA-N09	Control	0.471142520612485	0.332728372655777	1.4160
b4	C050-CHA-N10	CON	0	0.332728372655777	0.0000
b4	C051-CHA-N11	CON	0	0.332728372655777	0.0000
b4	C052-CHA-N12	r3-r4-g2-b3-gy1	0.335570469798658	0.332728372655777	1.0085
b4	C054-CHA-N14	Control	0.213154689403167	0.332728372655777	0.6406
b4	C055-CHA-N15	CON	0	0.332728372655777	0.0000
b4	C056-CHA-N16	Control	0.338253382533825	0.332728372655777	1.0166
b4	C057-CHA-N17	Control	0.397310513447433	0.332728372655777	1.1941
b4	C058-CHA-N18	Control	0.265173836181497	0.332728372655777	0.7970
b4	C059-CHA-N19	r3-r4-g2-b3-gy1	0.39561777236762	0.332728372655777	1.1890
b4	C061-CHA-NE01	CON	0	0.332728372655777	0.0000
b4	C062-CHA-NE02	Control	0.395136778115502	0.332728372655777	1.1876
b4	C063-CHA-NE03	Control	0.455097087378641	0.332728372655777	1.3678
b4	C064-CHA-NE04	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C066-CHA-NE06	Control	0.246305418719212	0.332728372655777	0.7403
b4	C067-CHA-NE07	Control	0.242424242424242	0.332728372655777	0.7286
b4	C069-CHA-NE09	Control	0.182481751824818	0.332728372655777	0.5484
b4	C070-CHA-NE10	Control	0.423728813559322	0.332728372655777	1.2735
b4	C071-CHA-NE11	Control	0.353982300884956	0.332728372655777	1.0639
b4	C072-CHA-NE12	Control	0.362756952841596	0.332728372655777	1.0902
b4	C073-CHA-NE13	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C074-CHA-NE14	Control	0.360576923076923	0.332728372655777	1.0837
b4	C075-CHA-NE15	CON	0	0.332728372655777	0.0000
b4	C076-CHA-NE16	Control	0.304878048780488	0.332728372655777	0.9163
b4	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.240673886883273	0.332728372655777	0.7233
b4	C078-CHA-NE18	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C079-CHA-NE19	Control	0.3690036900369	0.332728372655777	1.1090
b4	C081-CHA-C01	r1-r2-gy1	0	0.332728372655777	0.0000
b4	C082-CHA-C02	Control	0.306184935701164	0.332728372655777	0.9202
b4	C083-CHA-C03	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C084-CHA-C04	Control	0.272892662219527	0.332728372655777	0.8202
b4	C086-CHA-C06	Control	0.33167495854063	0.332728372655777	0.9968
b4	C087-CHA-C07	Control	0.216182828906733	0.332728372655777	0.6497
b4	C088-CHA-C08	Control	0.215650030807147	0.332728372655777	0.6481
b4	C089-CHA-C09	Control	0.240529164161155	0.332728372655777	0.7229
b4	C090-CHA-C10	Control	0.338669950738916	0.332728372655777	1.0179
b4	C091-CHA-C11	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C094-CHA-C14	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C095-CHA-C15	CON	0	0.332728372655777	0.0000
b4	C096-CHA-C16	r3-r4-g2-b3-gy1	0.241984271022384	0.332728372655777	0.7273
b4	C097-CHA-C17	Control	0.332728372655777	0.332728372655777	1.0000
b4	C099-CHA-C19	Control	0.213284582571603	0.332728372655777	0.6410
b4	C100-CHA-C20	Control	0.362756952841596	0.332728372655777	1.0902
b4	C102-CZA02	Control	0.66577896138482	0.332728372655777	2.0010
b4	C107-CZA07	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C111-CUG03	Control	0	0.332728372655777	0.0000
b4	C112-CUG04	r1-r2-gy1	0	0.332728372655777	0.0000
b4	C114-CMG01	Control	0.509898020395921	0.332728372655777	1.5325
b4	C116-CMG03	CON	0	0.332728372655777	0.0000
b4	C117-CMG04	Control	0.479616306954436	0.332728372655777	1.4415
b4	C118-CMG05	Control	0.240818783865141	0.332728372655777	0.7238
b4	C120-CKZ02	CON	0	0.332728372655777	0.0000
b4	C121-CKZ03	CON	0	0.332728372655777	0.0000
b4	C122-CKZ04	CON	0	0.332728372655777	0.0000
b4	C127-CZH04	Control	0.360793746241732	0.332728372655777	1.0843
b4	C134-CMH01	Control	0.303030303030303	0.332728372655777	0.9107
b4	C137-CMH04	Control	0.428396572827417	0.332728372655777	1.2875
b4	C138-CMH05	Control	0.419412822049131	0.332728372655777	1.2605
b4	C139-CBY01	Control	0.303582270795386	0.332728372655777	0.9124
b4	C142-CHU01	Control	0.194741966893866	0.332728372655777	0.5853
b4	C144-CHU03	Control	0.423216444981862	0.332728372655777	1.2720
b4	C145-CMA01	Control	0.205278592375367	0.332728372655777	0.6170
b4	C148-CTJ01	Control	0.240818783865141	0.332728372655777	0.7238
b4	C149-CTJ02	Control	0.153092467850582	0.332728372655777	0.4601
b4	C150-CTJ03	r1-r2-gy1	0.11997600479904	0.332728372655777	0.3606
b4	C151-CHA-E21	Control	0.583538083538083	0.332728372655777	1.7538
b4	C152-CKZ06	Control	0.246913580246914	0.332728372655777	0.7421
b4	C153-CHA-S21	Control	0.34375	0.332728372655777	1.0331
b4	C154-CBA01	r3-r4-g1-g2-b4	0	0.332728372655777	0.0000
b4	C156-CBA03	Control	0.363636363636364	0.332728372655777	1.0929
b4	KOR01	Control	0.296912114014252	0.332728372655777	0.8924
b4	KOR02	Control	0.387365911799762	0.332728372655777	1.1642
b4	KOR03	Control	0.381008206330598	0.332728372655777	1.1451
b4	KOR04	CON	0	0.332728372655777	0.0000
b4	KOR05	Control	0.383028874484384	0.332728372655777	1.1512
b4	KOR07	CON	0	0.332728372655777	0.0000
g1	C001-CHA-E01	Control	0.296903187011425	0.303030303030303	0.9798
g1	C002-CHA-E02	Control	0.348348348348348	0.303030303030303	1.1495
g1	C003-CHA-E03	Control	0.368102913825171	0.303030303030303	1.2147
g1	C004-CHA-E04	Control	0.289810860280659	0.303030303030303	0.9564
g1	C005-CHA-E05	CON	0.307254196642686	0.303030303030303	1.0139
g1	C006-CHA-E06	Control	0.31493701259748	0.303030303030303	1.0393
g1	C007-CHA-E07	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C008-CHA-E08	Control	0.365461847389558	0.303030303030303	1.2060
g1	C010-CHA-E10	r1-r2-gy1	0	0.303030303030303	0.0000
g1	C011-CHA-E11	r3-r4-g2-b3-gy1	0.337049520352606	0.303030303030303	1.1123
g1	C012-CHA-E12	Control	0.3254039497307	0.303030303030303	1.0738
g1	C013-CHA-E13	Control	0.296386520503451	0.303030303030303	0.9781
g1	C014-CHA-E14	Control	0.413658243080626	0.303030303030303	1.3651
g1	C015-CHA-E15	Control	0.328746177370031	0.303030303030303	1.0849
g1	C016-CHA-E16	r3-r4-g1-g2-b4	0.00547645125958379	0.303030303030303	0.0181
g1	C017-CHA-E17	Control	0.330743175931461	0.303030303030303	1.0915
g1	C018-CHA-E18	Control	0.37522741055185	0.303030303030303	1.2383
g1	C019-CHA-E19	Control	0.304054054054054	0.303030303030303	1.0034
g1	C020-CHA-E20	Control	0.268126888217523	0.303030303030303	0.8848
g1	C021-CHA-S01	Control	0.333535476046089	0.303030303030303	1.1007
g1	C021-CHA-S01_2	Control	0.282356532356532	0.303030303030303	0.9318
g1	C022-CHA-S02	Control	0.36050394656952	0.303030303030303	1.1897
g1	C023-CHA-S03	Control	0.254404617253949	0.303030303030303	0.8395
g1	C023-CHA-S03_2	Control	0.228365384615385	0.303030303030303	0.7536
g1	C024-CHA-S04	r1-r2-gy1	0.302114803625378	0.303030303030303	0.9970
g1	C024-CHA-S04_2	Control	0.354652321179518	0.303030303030303	1.1704
g1	C025-CHA-S05	CON	0.302962298025135	0.303030303030303	0.9998
g1	C026-CHA-S06	Control	0.288753799392097	0.303030303030303	0.9529
g1	C027-CHA-S07	Control	0.316879951249238	0.303030303030303	1.0457
g1	C028-CHA-S08	Control	0.307816929931146	0.303030303030303	1.0158
g1	C029-CHA-S09	Control	0.2951283606226	0.303030303030303	0.9739
g1	C030-CHA-S10	Control	0.327363034316677	0.303030303030303	1.0803
g1	C035-CHA-S15	Control	0.367197062423501	0.303030303030303	1.2118
g1	C036-CHA-S16	r1-r2-gy1	0.26550188420692	0.303030303030303	0.8762
g1	C037-CHA-S17	Control	0.28022978842651	0.303030303030303	0.9248
g1	C038-CHA-S18	Control	0.277524330900243	0.303030303030303	0.9158
g1	C039-CHA-S19	Control	0.299061175045427	0.303030303030303	0.9869
g1	C040-CHA-S20	Control	0.319645006016847	0.303030303030303	1.0548
g1	C041-CHA-N01	Control	0.298158212560386	0.303030303030303	0.9839
g1	C042-CHA-N02	Control	0.33680342927128	0.303030303030303	1.1115
g1	C044-CHA-N04	Control	0.304692260816575	0.303030303030303	1.0055
g1	C045-CHA-N05	Control	0.330132052821128	0.303030303030303	1.0894
g1	C046-CHA-N06	r3-r4-g1-g2-b4	0.00499300978629918	0.303030303030303	0.0165
g1	C047-CHA-N07	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C048-CHA-N08	Control	0.290785498489426	0.303030303030303	0.9596
g1	C049-CHA-N09	Control	0.290783274440518	0.303030303030303	0.9596
g1	C050-CHA-N10	CON	0.294028950542823	0.303030303030303	0.9703
g1	C051-CHA-N11	CON	0.318374772589448	0.303030303030303	1.0506
g1	C052-CHA-N12	r3-r4-g2-b3-gy1	0.345739271913769	0.303030303030303	1.1409
g1	C054-CHA-N14	Control	0.353227771010962	0.303030303030303	1.1657
g1	C055-CHA-N15	CON	0.325363196125908	0.303030303030303	1.0737
g1	C056-CHA-N16	Control	0.422816728167282	0.303030303030303	1.3953
g1	C057-CHA-N17	Control	0.268948655256724	0.303030303030303	0.8875
g1	C058-CHA-N18	Control	0.364614024749558	0.303030303030303	1.2032
g1	C059-CHA-N19	r3-r4-g2-b3-gy1	0.373300872387908	0.303030303030303	1.2319
g1	C061-CHA-NE01	CON	0.278370957901159	0.303030303030303	0.9186
g1	C062-CHA-NE02	Control	0.319148936170213	0.303030303030303	1.0532
g1	C063-CHA-NE03	Control	0.288228155339806	0.303030303030303	0.9512
g1	C064-CHA-NE04	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C066-CHA-NE06	Control	0.288639162561576	0.303030303030303	0.9525
g1	C067-CHA-NE07	Control	0.294949494949495	0.303030303030303	0.9733
g1	C069-CHA-NE09	Control	0.283860502838605	0.303030303030303	0.9367
g1	C070-CHA-NE10	Control	0.348062953995157	0.303030303030303	1.1486
g1	C071-CHA-NE11	Control	0.361356932153392	0.303030303030303	1.1925
g1	C072-CHA-NE12	Control	0.286174929463926	0.303030303030303	0.9444
g1	C073-CHA-NE13	r3-r4-g1-g2-b4	0.005005005005005	0.303030303030303	0.0165
g1	C074-CHA-NE14	Control	0.31650641025641	0.303030303030303	1.0445
g1	C075-CHA-NE15	CON	0.351420798065296	0.303030303030303	1.1597
g1	C076-CHA-NE16	Control	0.287456445993031	0.303030303030303	0.9486
g1	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.282039711191336	0.303030303030303	0.9307
g1	C078-CHA-NE18	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C079-CHA-NE19	Control	0.28059655596556	0.303030303030303	0.9260
g1	C081-CHA-C01	r1-r2-gy1	0.362976406533575	0.303030303030303	1.1978
g1	C082-CHA-C02	Control	0.310012247397428	0.303030303030303	1.0230
g1	C083-CHA-C03	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C084-CHA-C04	Control	0.307004244996968	0.303030303030303	1.0131
g1	C086-CHA-C06	Control	0.35240464344942	0.303030303030303	1.1629
g1	C087-CHA-C07	Control	0.324274243360099	0.303030303030303	1.0701
g1	C088-CHA-C08	Control	0.292667898952557	0.303030303030303	0.9658
g1	C089-CHA-C09	Control	0.300661455201443	0.303030303030303	0.9922
g1	C090-CHA-C10	Control	0.334821428571429	0.303030303030303	1.1049
g1	C091-CHA-C11	r3-r4-g1-g2-b4	0.00858516483516483	0.303030303030303	0.0283
g1	C094-CHA-C14	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C095-CHA-C15	CON	0.352007189934092	0.303030303030303	1.1616
g1	C096-CHA-C16	r3-r4-g2-b3-gy1	0.358943335349869	0.303030303030303	1.1845
g1	C097-CHA-C17	Control	0.306261343012704	0.303030303030303	1.0107
g1	C099-CHA-C19	Control	0.289457647775747	0.303030303030303	0.9552
g1	C100-CHA-C20	Control	0.287182587666264	0.303030303030303	0.9477
g1	C102-CZA02	Control	0.345372836218375	0.303030303030303	1.1397
g1	C107-CZA07	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C111-CUG03	Control	0.272191752996141	0.303030303030303	0.8982
g1	C112-CUG04	r1-r2-gy1	0.296710009599441	0.303030303030303	0.9791
g1	C114-CMG01	Control	0.28119376124775	0.303030303030303	0.9279
g1	C116-CMG03	CON	0.2999400119976	0.303030303030303	0.9898
g1	C117-CMG04	Control	0.29226618705036	0.303030303030303	0.9645
g1	C118-CMG05	Control	0.312311860325105	0.303030303030303	1.0306
g1	C120-CKZ02	CON	0.341737545565006	0.303030303030303	1.1277
g1	C121-CKZ03	CON	0.371057513914657	0.303030303030303	1.2245
g1	C122-CKZ04	CON	0.348712446351931	0.303030303030303	1.1508
g1	C127-CZH04	Control	0.278111846061335	0.303030303030303	0.9178
g1	C134-CMH01	Control	0.303030303030303	0.303030303030303	1.0000
g1	C137-CMH04	Control	0.284140584018185	0.303030303030303	0.9377
g1	C138-CMH05	Control	0.27336728579988	0.303030303030303	0.9021
g1	C139-CBY01	Control	0.303582270795386	0.303030303030303	1.0018
g1	C142-CHU01	Control	0.279941577409932	0.303030303030303	0.9238
g1	C144-CHU03	Control	0.33630592503023	0.303030303030303	1.1098
g1	C145-CMA01	Control	0.282258064516129	0.303030303030303	0.9315
g1	C148-CTJ01	Control	0.232791491069637	0.303030303030303	0.7682
g1	C149-CTJ02	Control	0.287048377219841	0.303030303030303	0.9473
g1	C150-CTJ03	r1-r2-gy1	0.37992401519696	0.303030303030303	1.2537
g1	C151-CHA-E21	Control	0.341676904176904	0.303030303030303	1.1275
g1	C152-CKZ06	Control	0.362654320987654	0.303030303030303	1.1968
g1	C153-CHA-S21	Control	0.341666666666667	0.303030303030303	1.1275
g1	C154-CBA01	r3-r4-g1-g2-b4	0	0.303030303030303	0.0000
g1	C156-CBA03	Control	0.29004329004329	0.303030303030303	0.9571
g1	KOR01	Control	0.356294536817102	0.303030303030303	1.1758
g1	KOR02	Control	0.268176400476758	0.303030303030303	0.8850
g1	KOR03	Control	0.289419695193435	0.303030303030303	0.9551
g1	KOR04	CON	0.215895784543326	0.303030303030303	0.7125
g1	KOR05	Control	0.276222746022392	0.303030303030303	0.9115
g1	KOR07	CON	0.175233644859813	0.303030303030303	0.5783
g2/g3	C001-CHA-E01	Control	0.676488274203247	0.57780434349472	1.1708
g2/g3	C002-CHA-E02	Control	0.592592592592592	0.57780434349472	1.0256
g2/g3	C003-CHA-E03	Control	0.561841289522629	0.57780434349472	0.9724
g2/g3	C004-CHA-E04	Control	0.52242220866382	0.57780434349472	0.9042
g2/g3	C005-CHA-E05	CON	0.543315347721822	0.57780434349472	0.9403
g2/g3	C006-CHA-E06	Control	0.476154769046191	0.57780434349472	0.8241
g2/g3	C007-CHA-E07	r3-r4-g1-g2-b4	0.636833046471601	0.57780434349472	1.1022
g2/g3	C008-CHA-E08	Control	0.606425702811245	0.57780434349472	1.0495
g2/g3	C010-CHA-E10	r1-r2-gy1	0.424242424242424	0.57780434349472	0.7342
g2/g3	C011-CHA-E11	r3-r4-g2-b3-gy1	0.306801486474808	0.57780434349472	0.5310
g2/g3	C012-CHA-E12	Control	0.647067624177139	0.57780434349472	1.1199
g2/g3	C013-CHA-E13	Control	0.588712951684937	0.57780434349472	1.0189
g2/g3	C014-CHA-E14	Control	0.605445246690734	0.57780434349472	1.0478
g2/g3	C015-CHA-E15	Control	0.703363914373089	0.57780434349472	1.2173
g2/g3	C016-CHA-E16	r3-r4-g1-g2-b4	0.432639649507119	0.57780434349472	0.7488
g2/g3	C017-CHA-E17	Control	0.57780434349472	0.57780434349472	1.0000
g2/g3	C018-CHA-E18	Control	0.530624620982413	0.57780434349472	0.9183
g2/g3	C019-CHA-E19	Control	0.54054054054054	0.57780434349472	0.9355
g2/g3	C020-CHA-E20	Control	0.577794561933535	0.57780434349472	1.0000
g2/g3	C021-CHA-S01	Control	0.568526379624015	0.57780434349472	0.9839
g2/g3	C021-CHA-S01_2	Control	0.522741147741148	0.57780434349472	0.9047
g2/g3	C022-CHA-S02	Control	0.588190649666059	0.57780434349472	1.0180
g2/g3	C023-CHA-S03	Control	0.6113304981774	0.57780434349472	1.0580
g2/g3	C023-CHA-S03_2	Control	0.584935897435898	0.57780434349472	1.0123
g2/g3	C024-CHA-S04	r1-r2-gy1	0.322255790533736	0.57780434349472	0.5577
g2/g3	C024-CHA-S04_2	Control	0.514046622833234	0.57780434349472	0.8897
g2/g3	C025-CHA-S05	CON	0.624625972471574	0.57780434349472	1.0810
g2/g3	C026-CHA-S06	Control	0.596504559270517	0.57780434349472	1.0324
g2/g3	C027-CHA-S07	Control	0.617509648588259	0.57780434349472	1.0687
g2/g3	C028-CHA-S08	Control	0.704738760631834	0.57780434349472	1.2197
g2/g3	C029-CHA-S09	Control	0.477056802102284	0.57780434349472	0.8256
g2/g3	C030-CHA-S10	Control	0.553130644190247	0.57780434349472	0.9573
g2/g3	C035-CHA-S15	Control	0.657894736842105	0.57780434349472	1.1386
g2/g3	C036-CHA-S16	r1-r2-gy1	0.355429941760877	0.57780434349472	0.6151
g2/g3	C037-CHA-S17	Control	0.499743122693942	0.57780434349472	0.8649
g2/g3	C038-CHA-S18	Control	0.593065693430657	0.57780434349472	1.0264
g2/g3	C039-CHA-S19	Control	0.639763779527559	0.57780434349472	1.1072
g2/g3	C040-CHA-S20	Control	0.537755716004813	0.57780434349472	0.9307
g2/g3	C041-CHA-N01	Control	0.588768115942029	0.57780434349472	1.0190
g2/g3	C042-CHA-N02	Control	0.474586650336804	0.57780434349472	0.8214
g2/g3	C044-CHA-N04	Control	0.632236441194394	0.57780434349472	1.0942
g2/g3	C045-CHA-N05	Control	0.506452581032413	0.57780434349472	0.8765
g2/g3	C046-CHA-N06	r3-r4-g1-g2-b4	0.374475733972439	0.57780434349472	0.6481
g2/g3	C047-CHA-N07	r3-r4-g1-g2-b4	0.425149700598802	0.57780434349472	0.7358
g2/g3	C048-CHA-N08	Control	0.585347432024169	0.57780434349472	1.0131
g2/g3	C049-CHA-N09	Control	0.533716136631331	0.57780434349472	0.9237
g2/g3	C050-CHA-N10	CON	0.716224366706876	0.57780434349472	1.2396
g2/g3	C051-CHA-N11	CON	0.667070952092177	0.57780434349472	1.1545
g2/g3	C052-CHA-N12	r3-r4-g2-b3-gy1	0.353874313605857	0.57780434349472	0.6124
g2/g3	C054-CHA-N14	Control	0.625253755582623	0.57780434349472	1.0821
g2/g3	C055-CHA-N15	CON	0.62046004842615	0.57780434349472	1.0738
g2/g3	C056-CHA-N16	Control	0.730319803198032	0.57780434349472	1.2640
g2/g3	C057-CHA-N17	Control	0.537897310513447	0.57780434349472	0.9309
g2/g3	C058-CHA-N18	Control	0.71817913965822	0.57780434349472	1.2429
g2/g3	C059-CHA-N19	r3-r4-g2-b3-gy1	0.284033272469061	0.57780434349472	0.4916
g2/g3	C061-CHA-NE01	CON	0.579621720561318	0.57780434349472	1.0031
g2/g3	C062-CHA-NE02	Control	0.577507598784195	0.57780434349472	0.9995
g2/g3	C063-CHA-NE03	Control	0.640928398058253	0.57780434349472	1.1092
g2/g3	C064-CHA-NE04	r3-r4-g1-g2-b4	0.59161301548634	0.57780434349472	1.0239
g2/g3	C066-CHA-NE06	Control	0.688885467980295	0.57780434349472	1.1922
g2/g3	C067-CHA-NE07	Control	0.521212121212121	0.57780434349472	0.9021
g2/g3	C069-CHA-NE09	Control	0.592051905920519	0.57780434349472	1.0247
g2/g3	C070-CHA-NE10	Control	0.559927360774818	0.57780434349472	0.9691
g2/g3	C071-CHA-NE11	Control	0.619469026548673	0.57780434349472	1.0721
g2/g3	C072-CHA-NE12	Control	0.592503022974607	0.57780434349472	1.0254
g2/g3	C073-CHA-NE13	r3-r4-g1-g2-b4	0.575575575575575	0.57780434349472	0.9961
g2/g3	C074-CHA-NE14	Control	0.508814102564103	0.57780434349472	0.8806
g2/g3	C075-CHA-NE15	CON	0.66127569528416	0.57780434349472	1.1445
g2/g3	C076-CHA-NE16	Control	0.509581881533101	0.57780434349472	0.8819
g2/g3	C077-CHA-NE17	r3-r4-g2-b3-gy1	0.233152827918171	0.57780434349472	0.4035
g2/g3	C078-CHA-NE18	r3-r4-g1-g2-b4	0.570209802385305	0.57780434349472	0.9869
g2/g3	C079-CHA-NE19	Control	0.64960024600246	0.57780434349472	1.1243
g2/g3	C081-CHA-C01	r1-r2-gy1	0.228023640001861	0.57780434349472	0.3946
g2/g3	C082-CHA-C02	Control	0.562614819350888	0.57780434349472	0.9737
g2/g3	C083-CHA-C03	r3-r4-g1-g2-b4	0.46408393866021	0.57780434349472	0.8032
g2/g3	C084-CHA-C04	Control	0.727713765918738	0.57780434349472	1.2594
g2/g3	C086-CHA-C06	Control	0.563156440022112	0.57780434349472	0.9746
g2/g3	C087-CHA-C07	Control	0.667850525015442	0.57780434349472	1.1558
g2/g3	C088-CHA-C08	Control	0.577634011090573	0.57780434349472	0.9997
g2/g3	C089-CHA-C09	Control	0.597564642212868	0.57780434349472	1.0342
g2/g3	C090-CHA-C10	Control	0.369458128078818	0.57780434349472	0.6394
g2/g3	C091-CHA-C11	r3-r4-g1-g2-b4	0.394917582417582	0.57780434349472	0.6835
g2/g3	C094-CHA-C14	r3-r4-g1-g2-b4	0.379708383961118	0.57780434349472	0.6572
g2/g3	C095-CHA-C15	CON	0.591671659676453	0.57780434349472	1.0240
g2/g3	C096-CHA-C16	r3-r4-g2-b3-gy1	0.258116555757209	0.57780434349472	0.4467
g2/g3	C097-CHA-C17	Control	0.608741681790684	0.57780434349472	1.0535
g2/g3	C099-CHA-C19	Control	0.537020109689214	0.57780434349472	0.9294
g2/g3	C100-CHA-C20	Control	0.578143893591294	0.57780434349472	1.0006
g2/g3	C102-CZA02	Control	0.561750998668442	0.57780434349472	0.9722
g2/g3	C107-CZA07	r3-r4-g1-g2-b4	0.43134872417983	0.57780434349472	0.7465
g2/g3	C111-CUG03	Control	0.564696323380053	0.57780434349472	0.9773
g2/g3	C112-CUG04	r1-r2-gy1	0.362160747011083	0.57780434349472	0.6268
g2/g3	C114-CMG01	Control	0.588632273545291	0.57780434349472	1.0187
g2/g3	C116-CMG03	CON	0.746100779844031	0.57780434349472	1.2913
g2/g3	C117-CMG04	Control	0.745653477218225	0.57780434349472	1.2905
g2/g3	C118-CMG05	Control	0.632149307645996	0.57780434349472	1.0941
g2/g3	C120-CKZ02	CON	0.554374240583232	0.57780434349472	0.9594
g2/g3	C121-CKZ03	CON	0.579777365491651	0.57780434349472	1.0034
g2/g3	C122-CKZ04	CON	0.513488657265481	0.57780434349472	0.8887
g2/g3	C127-CZH04	Control	0.552465423932652	0.57780434349472	0.9561
