Block	norm_pos	G1	G2	G3	sample	INV
20	0.526315789	0	0.423076923	0.576923077	C021-CHA-S01	No
21	0.552631579	0	0.189473684	0.810526316	C021-CHA-S01	No
22	0.578947368	0	0.082051282	0.917948718	C021-CHA-S01	No
23	0.605263158	0	0.347107438	0.652892562	C021-CHA-S01	No
24	0.631578947	0	0.198830409	0.801169591	C021-CHA-S01	No
25	0.657894737	0	0.156050955	0.843949045	C021-CHA-S01	No
26	0.684210526	0	0.297297297	0.702702703	C021-CHA-S01	No
27	0.710526316	0	0.217741935	0.782258065	C021-CHA-S01	No
28	0.736842105	0	0.210191083	0.789808917	C021-CHA-S01	No
29	0.763157895	0	0.297297297	0.702702703	C021-CHA-S01	No
30	0.789473684	0	0.466257669	0.533742331	C021-CHA-S01	No
31	0.815789474	0	0.4	0.6	C021-CHA-S01	No
32	0.842105263	0	0.297520661	0.702479339	C021-CHA-S01	No
33	0.868421053	0	0.140909091	0.859090909	C021-CHA-S01	No
34	0.894736842	0	0.068322981	0.931677019	C021-CHA-S01	No
35	0.921052632	0	0.955555556	0.044444444	C021-CHA-S01	INV
36	0.947368421	0	0.482758621	0.517241379	C021-CHA-S01	INV
37	0.973684211	0.071428571	0.928571429	0	C021-CHA-S01	No
38	1	0.888888889	0.111111111	0	C021-CHA-S01	No
0	0	0	1	0	C030-CHA-S10	INV
1	0.032258065	0	1	0	C030-CHA-S10	INV
2	0.064516129	0	1	0	C030-CHA-S10	No
3	0.096774194	0	0.475609756	0.524390244	C030-CHA-S10	No
4	0.129032258	0	0.804878049	0.195121951	C030-CHA-S10	No
5	0.161290323	0	0.621621622	0.378378378	C030-CHA-S10	No
6	0.193548387	0	0.967741935	0.032258065	C030-CHA-S10	No
7	0.225806452	0	0.392405063	0.607594937	C030-CHA-S10	No
8	0.258064516	0	0.351274788	0.648725212	C030-CHA-S10	No
9	0.290322581	0	0.666666667	0.333333333	C030-CHA-S10	No
10	0.322580645	0	0.657142857	0.342857143	C030-CHA-S10	No
11	0.35483871	0	0.535714286	0.464285714	C030-CHA-S10	No
12	0.387096774	0	0.046728972	0.953271028	C030-CHA-S10	No
13	0.419354839	0	0.17679558	0.82320442	C030-CHA-S10	No
14	0.451612903	0	0.410958904	0.589041096	C030-CHA-S10	No
15	0.483870968	0	0.621621622	0.378378378	C030-CHA-S10	No
16	0.516129032	0	0.239130435	0.760869565	C030-CHA-S10	No
17	0.548387097	0	0.326086957	0.673913043	C030-CHA-S10	No
18	0.580645161	0	0.319218241	0.680781759	C030-CHA-S10	No
19	0.612903226	0	0.2375	0.7625	C030-CHA-S10	No
20	0.64516129	0	0.240506329	0.759493671	C030-CHA-S10	No
21	0.677419355	0	0.077294686	0.922705314	C030-CHA-S10	No
22	0.709677419	0	0.146616541	0.853383459	C030-CHA-S10	No
23	0.741935484	0	0.21875	0.78125	C030-CHA-S10	No
24	0.774193548	0	0.546296296	0.453703704	C030-CHA-S10	No
25	0.806451613	0	0.244444444	0.755555556	C030-CHA-S10	No
26	0.838709677	0	0.322580645	0.677419355	C030-CHA-S10	No
27	0.870967742	0	0.30952381	0.69047619	C030-CHA-S10	No
28	0.903225806	0	0.94	0.06	C030-CHA-S10	INV
29	0.935483871	0	0.444444444	0.555555556	C030-CHA-S10	INV
30	0.967741935	0.066666667	0.933333333	0	C030-CHA-S10	No
31	1	0.888888889	0.111111111	0	C030-CHA-S10	No
0	0	0	1	0	C047-CHA-N07	INV
1	0.028571429	0	1	0	C047-CHA-N07	INV
2	0.057142857	0	1	0	C047-CHA-N07	No
3	0.085714286	0	0.46875	0.53125	C047-CHA-N07	No
4	0.114285714	0	0.8	0.2	C047-CHA-N07	No
5	0.142857143	0	0.574074074	0.425925926	C047-CHA-N07	No
6	0.171428571	0	0.771929825	0.228070175	C047-CHA-N07	No
7	0.2	0	0.787234043	0.212765957	C047-CHA-N07	No
8	0.228571429	0	0.396825397	0.603174603	C047-CHA-N07	No
9	0.257142857	0	0.292993631	0.707006369	C047-CHA-N07	No
10	0.285714286	0	0.329545455	0.670454545	C047-CHA-N07	No
11	0.314285714	0	0.323185012	0.676814988	C047-CHA-N07	No
12	0.342857143	0	0.511627907	0.488372093	C047-CHA-N07	No
13	0.371428571	0	0.604166667	0.395833333	C047-CHA-N07	No
14	0.4	0	0.376518219	0.623481781	C047-CHA-N07	No
15	0.428571429	0	0.580645161	0.419354839	C047-CHA-N07	No
16	0.457142857	0	0.609090909	0.390909091	C047-CHA-N07	No
17	0.485714286	0	0.057591623	0.942408377	C047-CHA-N07	No
18	0.514285714	0	0.352380952	0.647619048	C047-CHA-N07	No
19	0.542857143	0	0.325396825	0.674603175	C047-CHA-N07	No
20	0.571428571	0	0.5	0.5	C047-CHA-N07	No
21	0.6	0	0.315533981	0.684466019	C047-CHA-N07	No
22	0.628571429	0	0.333333333	0.666666667	C047-CHA-N07	No
23	0.657142857	0	0.235955056	0.764044944	C047-CHA-N07	No
24	0.685714286	0	0.086538462	0.913461538	C047-CHA-N07	No
25	0.714285714	0	0.122807018	0.877192982	C047-CHA-N07	No
26	0.742857143	0	0.094527363	0.905472637	C047-CHA-N07	No
27	0.771428571	0	0.27826087	0.72173913	C047-CHA-N07	No
28	0.8	0	0.282608696	0.717391304	C047-CHA-N07	No
29	0.828571429	0	0.503597122	0.496402878	C047-CHA-N07	No
30	0.857142857	0	0.142857143	0.857142857	C047-CHA-N07	No
31	0.885714286	0	0.085778781	0.914221219	C047-CHA-N07	No
32	0.914285714	0	0.974358974	0.025641026	C047-CHA-N07	INV
33	0.942857143	0	0.538461538	0.461538462	C047-CHA-N07	INV
34	0.971428571	0.090909091	0.909090909	0	C047-CHA-N07	No
35	1	0.888888889	0.111111111	0	C047-CHA-N07	No
